MAMPITUBA,2259609.06,2973,760.0434106962664,156.653,0.649,34.48,17104600.84,13934415.97,17811.58
MANOEL VIANA,7129876.760000001,7307,975.7597865060901,1390.696,0.655,19.23,24016816.15,20462172.18,38077.86
MAQUINE,3699262.0000000005,6681,553.6988474779225,613.328,0.682,41.67,25260845.95,21079416.5,17974.48
MARATA,4210557.47,2702,1558.3114248704662,82.063,0.697,-,21083682.0,17162945.68,25836.81
MARAU,34892505.19,44858,777.8435327031967,649.77,0.774,7.52,134010056.29,120754982.08,47227.43
MARCELINO RAMOS,3563465.86,4319,825.0673442926603,229.759,0.724,29.41,21555892.080000002,18131620.869999997,25962.98
MARIANA PIMENTEL,2608108.0999999996,3888,670.8096965020575,338.45,0.701,30.3,18283128.65,13110205.65,17088.47
MARIANO MORO,2240833.6699999995,2009,1115.397546042807,98.727,0.73,58.82,14891981.36,12052722.43,24561.27
MARQUES DE SOUZA,4419601.869999999,3995,1106.2833216520648,125.714,0.687,21.74,19305852.22,16099868.270000001,21853.47
MATA,2372931.3899999997,4797,494.6698749218261,316.121,0.656,54.05,20420286.28,16818550.200000003,23487.15
MATO CASTELHANO,3662210.339999999,2542,1440.6807002360342,238.268,0.727,46.51,15704448.74,13481050.83,40974.96
MATO LEITAO,5749107.189999999,4573,1257.1850404548434,46.799,0.746,37.04,26467225.56,19159419.95,34596.54
MATO QUEIMADO,1974902.1700000002,1629,1212.3401903007982,114.653,0.717,45.45,15489186.9,11880363.35,35649.15
MAXIMILIANO ALMEIDA,2656362.870000001,4314,615.7540264255913,208.439,0.699,41.67,18408712.69,16021013.59,26275.72
MINAS DO LEAO,3952137.2600000007,8103,487.7375367147971,424.339,0.681,19.61,28075103.07,24196044.05,21970.07
MIRAGUAI,4550431.04,4911,926.5793198941153,131.236,0.725,29.85,17986079.66,15234526.959999999,27569.85
MONTAURI,3268694.75,1441,2268.3516655100625,82.23,0.764,90.91,14316179.21,11725557.02,38938.18
MONTE ALEGRE CAMPOS,4260992.630000001,3232,1318.3764325495051,549.456,0.65,40,17584740.93,15816377.469999999,20136.01
MONTE BELO DO SUL,3327587.08,2530,1315.2518102766799,69.726,0.752,76.92,16461323.509999998,13294879.65,30817.49
MONTENEGRO,52422912.14999999,65721,797.6584676130916,424.846,0.755,5.13,258131540.0,195508369.92,57568.88
MORMACO,2402844.0800000005,3113,771.8741021522649,146.191,0.714,58.82,15264941.41,13367757.65,35419.1
MORRINHOS DO SUL,2350736.62,2919,805.3225830763961,166.224,0.711,30.3,17678295.01,13321210.719999999,18521.64
MORRO REDONDO,3539572.88,6589,537.1942449537107,244.645,0.702,17.24,19904521.95,16214470.85,14014.95
MORRO REUTER,3967193.32,6513,609.1191954552434,89.412,0.743,33.9,24852067.11,20823655.18,28815.4
MOSTARDAS,10251280.009999998,12847,797.951273449054,1977.442,0.664,14.39,49719903.74,45534677.87,28099.77
MUCUM,4025034.88,4961,811.3353920580528,111.247,0.746,20.41,20106040.68,18911887.23,50658.96
MUITOS CAPOES,12068670.18,3173,3803.551900409707,1193.717,0.702,25.64,28872716.53,21478398.77,136948.23
MULITERNO,2560057.74,1897,1349.529646810754,111.132,0.689,29.41,13242421.870000001,11322717.479999999,27746.19
NAO ME TOQUE,20194862.500000004,17758,1137.226179749972,361.689,0.765,8,84979233.39,71619389.58,72952.08
NICOLAU VERGUEIRO,3313645.9899999998,1674,1979.477891278375,154.995,0.753,52.63,14204166.7,12883160.49,54560.41
NONOAI,7991391.93,11633,686.9588180177083,468.962,0.702,10.53,44644067.32,36324010.6,36362.42
NOVA ALVORADA,6566016.14,3663,1792.5241987441987,148.861,0.74,64.52,20925980.74,19202969.740000002,47136.72
NOVA ARACA,5481550.11,4826,1135.8371549937838,75.514,0.785,13.89,24418165.62,19414085.78,44993.4
NOVA BASSANO,6229983.409999999,10005,622.6869975012493,211.611,0.747,22.73,45308783.39,35890779.589999996,52022.36
NOVA BOA VISTA,3495360.1400000006,1753,1993.930484883058,93.733,0.768,100,17935507.18,13184628.15,50995.29
NOVA BRESCIA,5862606.75,3337,1756.8494905603836,102.994,0.778,33.33,21320861.64,17322924.45,31382.48
NOVA CANDELARIA,6101368.19,2688,2269.8542373511905,97.579,0.759,50,22379933.05,17038495.259999998,54286.94
NOVA ESPERANCA SUL,2835970.73,5410,524.2090073937153,191.0,0.735,32.79,19727395.36,15730274.24,24296.89
NOVA HARTZ,7913842.85,21875,361.7756731428571,62.319,0.689,14.98,60525220.02,49182460.36,29692.26
NOVA PADUA,4024176.43,2558,1573.172959343237,102.641,0.761,-,18059437.93,13340751.770000001,27898.35
NOVA PALMA,4842945.06,6515,743.3530406753645,314.613,0.744,14.93,28572972.96,21452741.23,47644.91
NOVA PETROPOLIS,12917128.770000001,21536,599.7923834509659,290.164,0.78,11.24,73973939.08,65588374.2,37459.32
NOVA PRATA,20026280.440000005,27648,724.330166377315,259.941,0.766,3.18,109933278.73,90217181.82,59362.18
NOVA RAMADA,4643690.079999999,2218,2093.6384490532005,255.264,0.742,40,16810576.68,14245050.42,66824.76
NOVA ROMA DO SUL,7275932.850000001,3717,1957.4745359160615,149.158,0.741,37.04,26300316.12,19027693.66,49916.71
NOVA SANTA RITA,28176565.13,29905,942.2024788496907,218.153,0.718,18.09,126337005.74,96236390.46,58018.11
NOVO BARREIRO,2838475.5500000007,4222,672.305909521554,192.998,0.688,26.32,17171707.35,14617858.59,21226.57
NOVO CABRAIS,3241903.2800000003,247032,13.123414294504357,222.536,0.747,12.76,923160918.8299999,892363074.68,38159.33
NOVO HAMBURGO,100605663.89999999,3256,30898.545423832922,218.836,0.663,38.46,20258538.1,15638794.53,35530.59
NOVO MACHADO,4628083.680000001,2200,2103.6744000000003,75.428,0.676,38.46,16991015.28,13073264.97,22159.08
NOVO TIRADENTES,2329303.7399999993,1712,1360.5746144859809,79.851,0.767,55.56,12834941.360000001,11662576.719999999,33153.97
NOVO XINGU,2128322.7099999995,4175,509.77789461077833,123.344,0.706,38.46,19701958.869999997,16428852.27,21293.6
OSORIO,18992654.799999997,46414,409.20099108027745,663.562,0.751,11.33,188602201.25,169121765.0,34323.48
PAIM FILHO,3432137.85,3778,908.4536394917947,182.115,0.706,25.64,16899702.9,16053471.0,28327.75
PALMARES DO SUL,7723558.51,11330,681.6909541041482,949.201,0.715,12.82,52680638.489999995,42667143.55,41484.76
PALMEIRA DAS MISSOES,22847790.39,33131,689.6197032990251,1421.101,0.737,9.51,121172369.05,99775042.53999999,43616.98
PALMITINHO,6868719.62,7056,973.457996031746,144.181,0.72,9.71,23985745.4,21713190.67,25956.58
PANAMBI,24872799.680000003,44128,563.6511892675853,491.57,0.761,4.62,160725226.64000002,123331172.62,49260.55
PANTANO GRANDE,8104847.000000001,9083,892.309479246945,841.225,0.661,28.04,39933607.93,31375538.49,37352.14
PARAI,7981710.14,7727,1032.9636521288987,121.745,0.773,12.99,32214119.74,26005852.599999998,38249.25
PARAISO DO SUL,4526791.8,7623,593.8333726879181,337.534,0.676,12.5,25119612.349999998,18573907.88,20382.24
PARECI NOVO,4904600.649999999,3862,1269.9639176592439,57.373,0.749,23.81,24422333.97,19560797.72,25141.19
PAROBE,7493309.140000001,58858,127.31165075265895,108.707,0.704,8.11,141258013.32,125522970.02,21283.76
PASSA SETE,3497159.240000001,5747,608.5190951800942,304.833,0.622,22.22,24975845.64,16691943.139999999,18428.98
PASSO DO SOBRADO,4231108.37,6574,643.6124688165501,265.133,0.698,18.52,27529859.659999996,21687518.520000003,26492.16
PASSO FUNDO,104092491.72,204722,508.45777063530056,784.407,0.776,10.06,586902494.89,488853849.66,45327.11
PAULO BENTO,3135452.86,2299,1363.8333449325794,149.669,0.71,45.45,14103805.93,12506574.42,41540.84
PAVERAMA,3693897.7299999995,8515,433.81065531415146,171.863,0.683,14.08,27127157.29,22223125.2,20008.85
PEDRAS ALTAS,5414664.76,1954,2771.066919140225,1373.985,0.64,40,21970296.37,17420896.229999997,54878.22
PEDRO OSORIO,3888845.1499999994,7706,504.6515896703866,603.757,0.678,21.05,19654378.71,17521234.9,19281.18
PEJUCARA,7495636.89,3857,1943.3852450090744,414.106,0.741,34.48,27297667.95,22616013.13,68905.46
PELOTAS,94786508.01,343132,276.2391966065538,1609.708,0.739,9.98,971193148.5,906719095.11,25884.35
PICADA CAFE,4855588.5200000005,5738,846.2161937957477,84.28,0.758,17.86,25349329.06,22979172.95,60482.63
PINHAL,5098647.219999999,2580,1976.219852713178,68.222,0.72,25.64,20455133.18,17193109.43,28699.25
PINHAL DA SERRA,9867433.819999997,1918,5144.647455683002,438.11,0.65,41.67,22970921.93,22080858.88,130250.55
PINHAL GRANDE,8477593.090000002,4329,1958.3259621159625,478.11,0.678,24.39,30382866.99,23215439.91,157011.32
PINHEIRINHO DO VALE,4364052.75,4899,890.8048071034905,105.385,0.71,19.23,20459155.88,18631299.470000003,17490.5
PINHEIRO MACHADO,7819215.469999999,12195,641.1820803608035,2248.221,0.661,8.13,48905904.43,45734597.45,23263.4
PINTO BANDEIRA,3337286.3699999996,3036,1099.2379347826086,104.821,-,43.48,14467067.49,11108026.4,17997.61
PIRAPO,2460331.89,2254,1091.540323868678,293.723,0.669,62.5,17905294.77,14141198.21,28699.24
PIRATINI,13051017.28,20704,630.3621174652241,3537.799,0.658,14.85,56646538.14,47976888.980000004,20169.21
PLANALTO,5107109.37,10019,509.7424263898593,228.552,0.687,13.51,28002303.950000003,24449525.57,19210.19
POCO DAS ANTAS,4897676.140000001,2101,2331.1166777724898,67.571,0.744,50,16406041.819999998,14422349.24,42139.95
PONTAO,7654310.860000001,3901,1962.140697257114,502.709,0.725,23.26,27746146.64,20610489.16,57698.04
PONTE PRETA,2656017.05,1524,1742.793339895013,99.504,0.725,71.43,13275171.01,12621980.25,39438.58
PORTAO,15574668.77,37561,414.6500031948031,159.298,0.713,2.54,101076284.77,77849970.83999999,33064.14
PORTO ALEGRE,559119650.41,1488252,375.6888285115692,495.39,0.805,8.98,6432707506.45,6018787333.25,52149.66
PORTO LUCENA,2457265.09,4594,534.8857400957771,250.876,0.693,28.57,18865505.9,15171325.33,21969.76
PORTO MAUA,2094637.84,2352,890.5773129251701,105.811,0.698,55.56,16609542.219999999,13514162.469999999,25576.93
PORTO VERA CRUZ,1167637.0899999999,1308,892.6889067278287,114.284,0.69,200,14782762.85,11208938.59,22295.78
PORTO XAVIER,3438513.8599999994,10194,337.3076182067882,281.497,0.723,8.7,34964183.519999996,28743095.05,17084.16
POUSO NOVO,2190129.3300000005,1612,1358.6410235732014,105.358,0.715,38.46,13879546.63,11780656.950000001,25068.23
PRESIDENTE LUCENA,3689497.8299999996,2937,1256.213084780388,49.628,0.757,27.78,17376934.25,14205845.91,48987.29
PROGRESSO,4095608.9699999997,6239,656.4527921141208,256.039,0.683,41.67,22832203.24,20131230.25,19875.75
PROTASIO ALVES,3489915.9899999998,1938,1800.7822445820432,171.973,0.733,105.26,15653768.190000001,12395695.030000001,26527.18
PUTINGA,3430329.619999999,3889,882.0595577269219,205.117,0.715,40,21130190.39,16192123.100000001,23834.38
QUARAI,13778987.81,22607,609.5009426283895,3139.995,0.704,24.69,56380148.96,49859726.04,19655.67
QUATRO IRMAOS,3696607.8699999996,1856,1991.7068265086205,268.971,0.689,95.24,14900215.399999999,13110285.540000001,71454.35
QUEVEDOS,3783426.980000001,2790,1356.0670179211472,543.359,0.665,66.67,19134968.45,15199941.35,64739.81
QUINZE DE NOVEMBRO,5701873.4,3803,1499.309334735735,223.072,0.756,48.78,25348842.990000002,20229110.0,39063.17
REDENTORA,5364344.88,11669,459.7090479047048,303.705,0.631,16.3,31559839.639999997,23904781.69,15104.23
RELVADO,2883768.0399999996,2079,1387.0938143338142,123.353,0.731,83.33,14006518.120000001,11627646.82,22419.38
RESTINGA SECA,11149521.95,15744,708.1759368648374,968.62,0.683,18.87,54621887.53,42293254.68,29261.26
RIO DOS INDIOS,2445105.0700000003,2660,919.2124323308271,235.854,0.656,20.41,20732234.06,15571328.32,30590.88
RIO GRANDE,113175023.77000001,211965,533.9326009954474,2709.391,0.744,11.56,644061467.1999999,563818866.35,51681.23
RIO PARDO,17732329.94,38265,463.40859636743767,2051.112,0.693,9.95,132982824.09,117970465.71000001,24379.36
RIOZINHO,2909087.8700000006,4676,622.1317087254065,239.562,0.661,23.26,22374144.47,16935051.31,26746.67
ROCA SALES,10031128.09,11471,874.4772112283149,208.108,0.729,10.2,37649029.55,31424997.38,40933.3
RODEIO BONITO,7035139.1899999995,5868,1198.8989758009543,83.278,0.732,26.32,24351403.13,21326858.540000003,29815.99
ROLADOR,3355610.9399999995,2296,1461.5030226480833,295.326,0.689,55.56,17227047.310000002,13600066.08,42416.84
ROLANTE,9854031.459999999,21453,459.33116393977525,296.09,0.688,3.91,68409169.07000001,55429956.57,29148.17
RONDA ALTA,8361676.14,10617,787.5742808703023,418.675,0.724,10.31,38154294.410000004,30104886.55,33171.06
RONDINHA,5550660.61,5080,1092.649726377953,252.454,0.764,16.67,24925571.48,19522660.15,36694.9
ROQUE GONZALES,5747507.03,6797,845.5946785346476,349.074,0.688,14.49,30054594.2,24804549.15,116928.24
ROSARIO DO SUL,20191086.589999996,39314,513.585150073765,4343.656,0.699,4.33,90822353.14999999,88789650.69,22909.03
SAGRADA FAMILIA,1361058.17,2605,522.4791439539347,77.889,0.678,41.67,13979160.53,12838278.02,22059.43
SALDANHA MARINHO,4852809.56,2622,1850.8045614035086,221.554,0.762,34.48,21594187.68,17592682.12,61415.45
SALTO DO JACUI,11180845.29,12481,895.829283711241,507.698,0.687,6.49,45260142.099999994,39403692.18,64808.0
SALVADOR DAS MISSOES,5693553.109999999,2733,2083.261291620929,94.312,0.753,34.48,23897324.400000002,17970347.150000002,45272.54
SALVADOR DO SUL,7705706.879999999,7889,976.7659880846747,99.046,0.74,11.76,35144115.68,26192670.21,36513.05
SANANDUVA,10456676.549999999,16328,640.4138014453698,504.438,0.747,9.66,57316579.19,46193544.39,36886.58
SANTA BARBARA DO SUL,15636193.629999999,7909,1977.01272347958,975.799,0.725,10.53,50459831.61,39578038.68,97177.43
SANTA CECILIA DO SUL,3564698.7999999993,1634,2181.5782129742956,200.056,0.725,-,14605681.12,11351329.34,45803.27
SANTA CLARA DO SUL,5989354.62,6681,896.4757700942973,86.442,0.74,12.99,24697066.74,22464798.0,40944.1
SANTA CRUZ DO SUL,86683173.66000001,131365,659.8650604042174,733.898,0.773,11.11,439345341.67,407139776.38,73286.09
SANTA MARGARIDA SUL,5689767.59,283677,20.0572044614121,1780.194,0.784,8.26,706132362.1,626436472.3199999,27785.51
SANTA MARIA,83805037.62,6364,13168.610562539285,140.437,0.676,17.24,21783486.9,18332267.86,30458.86
SANTA MARIA HERVAL,4277804.52,2578,1659.3500853374708,955.299,0.663,33.33,19713577.55,16044512.78,89179.78
SANTA ROSA,38540656.35,8067,4777.569895872071,1420.616,0.633,52.63,30554421.3,23191471.82,23216.69
SANTA TEREZA,2040131.4100000001,76321,26.730931329516125,6946.407,0.727,15.47,224827494.83,251327565.46,33840.09
SANTA VITORIA PALMAR,42893218.470000006,73575,582.9863196738023,489.38,0.769,13.62,306360703.95,272965861.02000004,41100.58
SANTANA DA BOA VISTA,6748151.819999999,1726,3909.7055735805325,74.054,0.746,-,12244141.51,10447961.97,21624.84
SANTANA LIVRAMENTO,40181334.26,29483,1362.864507004036,5195.667,0.712,2.49,129295566.64999999,107901644.48,44990.62
SANTIAGO,18974530.260000005,49360,384.41106685575375,2414.195,0.766,12.24,138856280.29,117755055.63,29150.81
SANTO ANGELO,20808227.459999997,77568,268.25788288985143,679.34,0.772,9.42,200461513.29999998,169399678.74,34128.89
SANTO ANT DA PATRULH,16771421.84,2123,7899.868977861516,126.094,0.764,125,16295852.049999999,13156345.709999999,41726.95
SANTO ANT DAS MISSOE,9442524.740000002,43171,218.72379004424272,1049.583,0.717,22.22,146703979.66000003,110134547.47,29889.94
SANTO ANT DO PALMA,4383643.63,10050,436.18344577114425,1710.869,0.686,18.35,44915454.019999996,40358883.77,36914.92
SANTO ANT PLANALTO,2772829.47,2019,1373.3677414561664,203.44,0.759,43.48,19140354.889999997,13838669.72,55201.52
SANTO AUGUSTO,9351982.310000002,13848,675.3309004910458,467.775,0.739,10.93,46494446.97,41360595.220000006,39859.94
SANTO CRISTO,9761010.57,14216,686.6214525886326,367.202,0.738,6.62,54368231.66,43788205.95,39854.23
SANTO EXPEDITO SUL,2824159.12,2305,1225.2317223427333,125.595,0.732,62.5,13880856.73,12613435.86,31755.81
SAO BORJA,30387860.509999994,60019,506.30401222946057,3616.69,0.736,10.94,180337802.31,164521139.79,31467.27
SAO DOMINGOS DO SUL,2895312.23,3083,939.1217093739864,78.67,0.763,35.71,15424567.0,13259659.600000001,21209.98
SAO FRANC.DE ASSIS,13405360.62,18205,736.3559802252128,2506.975,0.675,5.1,60086399.1,50295422.36,26750.31
SAO FRANC.DE PAULA,17647821.490000002,21801,809.495963029219,3317.858,0.685,14.55,66358752.410000004,54502298.629999995,28411.7
SAO GABRIEL,31871293.110000003,62147,512.8371942330282,5053.46,0.699,11.22,162022341.41,154465556.79,29673.16
SAO JERONIMO,8399448.43,24412,344.07047476650826,935.596,0.696,10.34,63031779.72,50246231.099999994,24175.77
SAO JOAO DA URTIGA,3691078.4799999995,4641,795.3196466278819,171.029,0.694,23.81,20518258.32,16522655.610000001,28405.38
SAO JOAO DO POLESINE,2154392.7900000005,2543,847.1855249705075,78.32,0.748,50,15066591.88,12942992.43,29436.62
SAO JORGE,3354369.4299999997,2816,1191.182325994318,125.62,0.732,55.56,14707808.61,12438128.73,30950.1
SAO JOSE DAS MISSOES,1704123.9700000002,2514,677.8536077963406,98.125,0.651,38.46,14575069.18,13126614.17,23328.64
SAO JOSE DO HERVAL,1564792.08,1943,805.3484714359239,103.094,0.717,58.82,16469944.200000001,13874176.27,22473.78
SAO JOSE DO HORTENCI,3571987.4800000004,4865,734.2214758478932,63.709,0.707,50,23081315.58,13689074.08,25747.38
SAO JOSE DO INHACORA,3137592.8099999996,2056,1526.0665418287936,77.732,0.747,121.21,19512047.740000002,14829084.96,45716.07
SAO JOSE DO NORTE,18726778.25,27721,675.5448306338155,1071.824,0.623,10.24,76082119.07000001,66830988.53,29672.28
SAO JOSE DO OURO,5767457.55,6922,833.20681161514,335.287,0.755,23.53,24464905.59,21289708.19,41988.99
SAO JOSE DO SUL,4035191.380000001,2437,1655.802782109151,55.209,0.725,45.45,16595338.01,14639882.63,25294.4
SAO JOSE DOS AUSENTE,4804458.05,3543,1356.0423511148742,1173.907,0.663,29.41,21706336.86,17801153.5,25747.6
SAO LEOPOLDO,92633866.12000002,238648,388.1610829338608,103.009,0.739,11.07,823933217.28,683237360.7299999,38317.82
SAO LOURENCO DO SUL,24169760.1,43540,555.1162172714745,2036.125,0.687,6.85,131236725.15,119778029.63000001,24393.81
SAO LUIZ GONZAGA,16660636.85,33293,500.4246192893401,1295.522,0.741,9.17,110383986.95,85442159.73,39604.23
SAO MARCOS,15321121.169999998,21658,707.4116340382305,256.177,0.768,4.65,78979189.58000001,57990235.01,39582.39
SAO MARTINHO,5041484.74,5380,937.0789479553904,171.245,0.726,16.13,26942505.42,22407688.96,40661.63
SAO MARTINHO DA SERR,4562632.17,3231,1412.1424233983287,669.547,0.652,31.25,15510063.93,15293597.93,63596.46
SAO MIGUEL DAS MISSO,10875525.8,7683,1415.5311466874919,1228.447,0.667,13.89,39979405.95,30007491.54,67646.01
SAO NICOLAU,4444634.41,5208,853.4244258832565,485.588,0.645,17.54,22770009.83,18296808.150000002,29221.11
SAO PAULO MISSOES,3514666.04,5720,614.4521048951049,223.942,0.692,73.17,24483269.639999997,22144813.24,27672.47
SAO PEDRO DA SERRA,4377462.86,3842,1139.370864133264,35.062,0.739,52.63,21641924.76,15750041.91,21246.01
SAO PEDRO DAS MISSOE,1340749.43,2017,664.7245562716906,79.894,0.664,35.71,13206660.83,9277515.030000001,35682.98
SAO PEDRO DO BUTIA,4592218.239999999,2949,1557.2120176330957,107.559,0.763,41.67,19555636.88,17325795.59,34668.76
SAO PEDRO DO SUL,4620942.93,16148,286.1619352241764,873.394,0.709,13.07,0.01,40911177.29,24488.08
SAO SEBASTIAO DO CAI,13428522.11,25959,517.2973577564621,114.294,0.739,13.2,86031932.72,69340080.59,27553.28
SAO SEPE,13347000.100000001,23555,566.631292719168,2204.779,0.708,7.72,81659210.1,69739422.78999999,33987.83
SAO VALENTIM,3231818.46,3259,991.6595458729671,154.45,0.72,26.32,16532064.549999999,14004721.96,27291.96
SAO VALENTIM DO SUL,2440308.4399999995,2245,1086.997077951002,91.898,0.764,66.67,16017680.54,12034638.059999999,30591.01
SAO VALERIO DO SUL,2049571.69,2729,751.0339648222792,107.402,0.642,31.25,19042675.37,11951288.360000001,20339.58
SAO VENDELINO,3219633.1900000004,2266,1420.844302736099,32.105,0.754,50,18520062.38,14174160.6,34171.74
SAO VICENTE DO SUL,6058230.549999999,8732,693.796444113605,1174.822,0.685,19.8,33015254.45,26139496.810000002,31529.04
SAPIRANGA,32870179.200000007,80037,410.68729712507974,136.473,0.711,5.84,242237512.85999998,197811400.33,40789.31
SAPUCAIA DO SUL,48684115.99,141808,343.3100811660837,58.247,0.726,10.24,410795091.05,342724512.14,24171.89
SARANDI,13969822.86,24763,564.1409708032145,351.717,0.777,3.13,69050860.82000001,58763837.41,37996.58
SEBERI,9155955.44,10713,854.6584000746756,300.827,0.723,11.49,38883947.910000004,35658576.739999995,33163.84
SEDE NOVA,3765448.77,2891,1302.4727672085783,119.312,0.712,83.33,18281842.49,13463775.69,34369.5
SEGREDO,4082562.37,7444,548.4366429339066,246.222,0.659,15.63,25044744.17,20375548.68,17702.17
SELBACH,6314191.359999999,5107,1236.379745447425,176.471,0.777,19.61,26094671.94,20502423.37,47164.56
SENADOR SALGADO FILH,3462646.03,2770,1250.0527184115522,147.068,0.693,30.3,16026212.41,13551100.270000001,32865.05
SENTINELA DO SUL,3139075.39,5609,559.6497397040471,282.13,0.671,19.23,17498881.79,12382564.52,14667.21
SERAFINA CORREA,12986725.980000002,17795,729.7963461646531,163.31,0.76,19.8,67939374.13,50366826.88999999,38580.62
SERIO,2379639.59,1924,1236.8189137214135,98.131,0.652,41.67,16022378.41,12783159.799999999,21111.62
SERTAO,6992994.400000001,5315,1315.7092003762937,440.631,0.751,38.46,24975644.7,19782849.54,55662.39
SERTAO SANTANA,3385679.0900000003,6537,517.9255147621234,252.013,0.689,14.71,23041612.08,18652368.119999997,36759.96
SETE DE SETEMBRO,2277120.9800000004,1950,1167.754348717949,129.238,0.683,55.56,15185753.979999999,11705490.680000002,31626.87
SEVERIANO DE ALMEIDA,4554872.779999999,3631,1254.4403139630954,167.598,0.752,28.57,18105493.68,15538267.43,27331.21
SILVEIRA MARTINS,2055222.6300000006,2374,865.721411120472,119.285,0.742,34.48,16691009.790000001,12786556.350000001,22214.65
SINIMBU,4964396.02,10162,488.5254890769533,510.233,0.631,11.36,31098909.029999997,27519725.139999997,19081.78
SOBRADINHO,2574392.8199999994,15005,171.56899833388866,128.379,0.743,10.58,47243600.8,36513509.86,24319.95
SOLEDADE,12240143.209999997,31035,394.39804124375695,1215.056,0.731,13.33,91170414.74,78970209.57000001,31513.04
TABAI,2261820.7300000004,4769,474.2756825330259,94.754,0.701,25.97,17034111.43,15246406.53,17437.52
TAPEJARA,17155149.270000003,24552,698.727161534702,238.082,0.76,15.63,82299297.28,65260465.42,47621.01
TAPERA,7288103.389999999,10577,689.05203649428,179.935,0.747,7.69,40152869.85,33062245.889999997,42813.31
TAPES,8117659.22,17332,468.36252134779596,805.452,0.695,27.47,53514172.11,45269762.01,20628.25
TAQUARA,10818237.55,57584,187.8688099124757,453.328,0.727,7.51,137620970.37,127511933.22,22810.98
TAQUARI,11023934.62,26885,410.04034294216103,349.967,0.733,7.22,70999080.46,54766114.66,27940.73
TAQUARUCU DO SUL,3947953.1300000004,3077,1283.0526909327268,76.917,0.739,33.33,16734767.72,14411146.08,38042.53
TAVARES,3753945.86,5483,684.6518074047054,610.106,0.656,40.82,18141475.009999998,15330368.13,15105.24
TENENTE PORTELA,8398996.67,13434,625.20445660265,337.495,0.708,13.95,45582811.56,38130895.97,31143.69
TERRA DE AREIA,3746305.3699999996,11315,331.091946089262,142.275,0.689,8.33,34061951.95,28441737.21,20216.48
TEUTONIA,25943442.069999997,33766,768.330334360007,177.795,0.747,7.63,110157347.71000001,90968106.86,43670.5
TIO HUGO,3099660.24,3055,1014.6187364975451,113.944,0.742,32.26,16434358.17,14351300.66,40982.73
TIRADENTES DO SUL,3821533.9499999993,5616,680.4725694444443,236.653,0.689,17.24,19060100.470000003,16642448.700000001,21643.52
TOROPI,1749536.1799999997,2772,631.145808080808,198.316,0.683,31.25,15554639.47,12731786.0,25393.82
TORRES,12158259.87,39064,311.23950107515867,161.624,0.762,8.47,169908107.07999998,125784969.08,29651.15
TRAMANDAI,11420533.309999999,52632,216.9883969828241,142.878,0.719,9.35,170036584.12,138712808.62,20251.61
TRAVESSEIRO,4933244.960000001,2334,2113.6439417309343,80.681,0.701,52.63,15671345.9,12121609.17,25835.77
TRES ARROIOS,2904640.4000000004,2643,1098.9937192584187,148.601,0.791,71.43,20530117.58,15393232.309999999,28953.81
TRES CACHOEIRAS,4294680.62,11115,386.38602069275754,251.483,0.718,32.52,30345049.040000003,27135622.04,23133.56
TRES COROAS,12760823.63,28581,446.47925649907285,165.285,0.71,6.85,78753172.15,65554094.67000001,33865.84
TRES DE MAIO,11147241.969999999,23876,466.8806320154129,421.461,0.759,12.54,82018448.1,67636026.46,45387.3
TRES FORQUILHAS,2060371.2200000002,2669,771.9637392281754,217.386,0.662,64.52,18604031.53,14653959.98,18680.71
TRES PALMEIRAS,3755589.1899999995,4251,883.4601717243,180.599,0.703,35.09,25913256.81,21359505.89,32041.51
TRES PASSOS,13372992.37,23852,560.6654523729666,268.902,0.768,6.54,75393391.49,69032232.58,34502.66
TRINDADE DO SUL,5802416.360000001,5791,1001.9713969953378,268.417,0.687,10.75,26409189.09,21705867.34,31011.96
TRIUNFO,100188966.22000001,29856,3355.7397581725622,817.625,0.733,11.76,295042395.99,227491583.58,304208.49
TUCUNDUVA,4258713.7299999995,5644,754.5559408221119,181.198,0.747,18.87,24542487.0,20325368.77,37999.36
TUNAS,2785058.71,4577,608.4899956303256,217.302,0.657,19.61,18186330.17,15617895.92,17590.48
TUPANCI DO SUL,1824811.6399999997,1459,1250.7276490747086,135.243,0.694,111.11,12541959.82,10855367.260000002,35215.93
TUPANCIRETA,22022425.359999996,24068,915.0085324912745,2253.234,0.709,20.58,95314406.34,74158869.97,53810.85
TUPANDI,13450349.73,4939,2723.29413444017,59.447,0.718,15.15,39076897.3,29898768.59,105038.43
TUPARENDI,6855009.800000001,7810,877.7221254801537,307.71,0.728,13.51,30477996.299999997,24110694.69,37062.96
TURUCU,3217005.6500000004,3423,939.8205229330997,253.635,0.629,34.48,17276938.65,15930104.46,27945.49
UBIRETAMA,2439694.0999999996,1983,1230.304639435199,125.876,0.7,55.56,15684202.719999999,11469783.68,30873.19
UNIAO DA SERRA,3204397.61,1118,2866.187486583184,131.154,0.733,-,13497071.459999999,11127853.48,43421.1
UNISTALDA,3221290.7399999998,2321,1387.8891598448943,602.387,0.649,34.48,14251609.370000001,12973823.73,29029.6
URUGUAIANA,45246916.92999999,126866,356.6512456450112,5702.098,0.744,12.26,260960889.69,238532897.7,21808.17
VACARIA,40419796.599999994,66575,607.1317551633496,2124.422,0.721,14.14,183509551.14,166734123.82999998,34272.82
VALE DO SOL,5628848.24,3515,1601.3793001422475,329.727,0.646,28.57,15584366.799999999,14566600.07,21943.58
